00:39:26 rearm-keycloak-0                       2m     724Mi    
00:39:26 rearm-keycloak-postgres-0              1m     34Mi     
00:39:26 rearm-oci-artifact-5c8686f45c-mmxzz    6m     68Mi     
00:39:26 rearm-postgresql-0                     384m   281Mi    
00:39:26 rearm-rebom-backend-768fd58455-46nwc   1m     71Mi     
00:39:26 rearm-rebom-backend-768fd58455-dp9ps   12m    91Mi     
00:39:26 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:39:26 rearm-rebom-backend-768fd58455-vkfb5   0m     114Mi    
00:39:26 rearm-rebom-postgres-0                 17m    157Mi    
00:39:26 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:39:26 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:39:26 zottest-ff7cfd65c-xbgvk                835m   319Mi    
00:39:57 rearm-backend-6d79d5dcc8-rj9w4         92m    7641Mi   
00:39:57 rearm-keycloak-0                       2m     724Mi    
00:39:57 rearm-keycloak-postgres-0              1m     34Mi     
00:39:57 rearm-oci-artifact-5c8686f45c-mmxzz    7m     68Mi     
00:39:57 rearm-postgresql-0                     381m   282Mi    
00:39:57 rearm-rebom-backend-768fd58455-46nwc   0m     71Mi     
00:39:57 rearm-rebom-backend-768fd58455-dp9ps   10m    91Mi     
00:39:57 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:39:57 rearm-rebom-backend-768fd58455-vkfb5   1m     114Mi    
00:39:57 rearm-rebom-postgres-0                 25m    157Mi    
00:39:57 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:39:57 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:39:57 zottest-ff7cfd65c-xbgvk                781m   315Mi    
00:40:28 rearm-backend-6d79d5dcc8-rj9w4         50m    7641Mi   
00:40:28 rearm-keycloak-0                       2m     724Mi    
00:40:28 rearm-keycloak-postgres-0              1m     34Mi     
00:40:28 rearm-oci-artifact-5c8686f45c-mmxzz    6m     69Mi     
00:40:28 rearm-postgresql-0                     407m   282Mi    
00:40:28 rearm-rebom-backend-768fd58455-46nwc   0m     71Mi     
00:40:28 rearm-rebom-backend-768fd58455-dp9ps   2m     92Mi     
00:40:28 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:40:28 rearm-rebom-backend-768fd58455-vkfb5   13m    61Mi     
00:40:28 rearm-rebom-postgres-0                 17m    157Mi    
00:40:28 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:40:28 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:40:28 zottest-ff7cfd65c-xbgvk                818m   331Mi    
00:40:58 rearm-backend-6d79d5dcc8-rj9w4         43m    7641Mi   
00:40:58 rearm-keycloak-0                       2m     724Mi    
00:40:58 rearm-keycloak-postgres-0              1m     34Mi     
00:40:58 rearm-oci-artifact-5c8686f45c-mmxzz    5m     70Mi     
00:40:58 rearm-postgresql-0                     383m   278Mi    
00:40:58 rearm-rebom-backend-768fd58455-46nwc   1m     71Mi     
00:40:58 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:40:58 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:40:58 rearm-rebom-backend-768fd58455-vkfb5   8m     66Mi     
00:40:58 rearm-rebom-postgres-0                 18m    157Mi    
00:40:58 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:40:58 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:40:58 zottest-ff7cfd65c-xbgvk                818m   337Mi    
00:41:29 rearm-backend-6d79d5dcc8-rj9w4         62m    7641Mi   
00:41:29 rearm-keycloak-0                       2m     724Mi    
00:41:29 rearm-keycloak-postgres-0              1m     34Mi     
00:41:29 rearm-oci-artifact-5c8686f45c-mmxzz    6m     65Mi     
00:41:29 rearm-postgresql-0                     385m   278Mi    
00:41:29 rearm-rebom-backend-768fd58455-46nwc   1m     71Mi     
00:41:29 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:41:29 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:41:29 rearm-rebom-backend-768fd58455-vkfb5   8m     67Mi     
00:41:29 rearm-rebom-postgres-0                 17m    157Mi    
00:41:29 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:41:29 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:41:29 zottest-ff7cfd65c-xbgvk                906m   335Mi    
00:42:00 rearm-backend-6d79d5dcc8-rj9w4         68m    7641Mi   
00:42:00 rearm-keycloak-0                       2m     724Mi    
00:42:00 rearm-keycloak-postgres-0              1m     34Mi     
00:42:00 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:42:00 rearm-postgresql-0                     321m   269Mi    
00:42:00 rearm-rebom-backend-768fd58455-46nwc   0m     71Mi     
00:42:00 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:42:00 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:42:00 rearm-rebom-backend-768fd58455-vkfb5   9m     74Mi     
00:42:00 rearm-rebom-postgres-0                 18m    157Mi    
00:42:00 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:42:00 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:42:00 zottest-ff7cfd65c-xbgvk                934m   346Mi    
00:42:31 rearm-backend-6d79d5dcc8-rj9w4         75m    7641Mi   
00:42:31 rearm-keycloak-0                       2m     724Mi    
00:42:31 rearm-keycloak-postgres-0              1m     34Mi     
00:42:31 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:42:31 rearm-postgresql-0                     396m   277Mi    
00:42:31 rearm-rebom-backend-768fd58455-46nwc   1m     71Mi     
00:42:31 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:42:31 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:42:31 rearm-rebom-backend-768fd58455-vkfb5   9m     74Mi     
00:42:31 rearm-rebom-postgres-0                 17m    157Mi    
00:42:31 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:42:31 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:42:31 zottest-ff7cfd65c-xbgvk                867m   275Mi    
00:43:02 rearm-backend-6d79d5dcc8-rj9w4         43m    7641Mi   
00:43:02 rearm-keycloak-0                       2m     724Mi    
00:43:02 rearm-keycloak-postgres-0              1m     34Mi     
00:43:02 rearm-oci-artifact-5c8686f45c-mmxzz    6m     68Mi     
00:43:02 rearm-postgresql-0                     329m   277Mi    
00:43:02 rearm-rebom-backend-768fd58455-46nwc   0m     71Mi     
00:43:02 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:43:02 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:43:02 rearm-rebom-backend-768fd58455-vkfb5   8m     76Mi     
00:43:02 rearm-rebom-postgres-0                 19m    157Mi    
00:43:02 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:43:02 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:43:02 zottest-ff7cfd65c-xbgvk                937m   333Mi    
00:43:32 rearm-backend-6d79d5dcc8-rj9w4         44m    7641Mi   
00:43:32 rearm-keycloak-0                       2m     724Mi    
00:43:32 rearm-keycloak-postgres-0              1m     34Mi     
00:43:32 rearm-oci-artifact-5c8686f45c-mmxzz    5m     67Mi     
00:43:32 rearm-postgresql-0                     449m   342Mi    
00:43:32 rearm-rebom-backend-768fd58455-46nwc   0m     71Mi     
00:43:32 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:43:32 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:43:32 rearm-rebom-backend-768fd58455-vkfb5   12m    75Mi     
00:43:32 rearm-rebom-postgres-0                 17m    157Mi    
00:43:32 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:43:32 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:43:32 zottest-ff7cfd65c-xbgvk                861m   324Mi    
00:44:03 rearm-backend-6d79d5dcc8-rj9w4         45m    7641Mi   
00:44:03 rearm-keycloak-0                       2m     724Mi    
00:44:03 rearm-keycloak-postgres-0              1m     34Mi     
00:44:03 rearm-oci-artifact-5c8686f45c-mmxzz    6m     65Mi     
00:44:03 rearm-postgresql-0                     290m   276Mi    
00:44:03 rearm-rebom-backend-768fd58455-46nwc   0m     71Mi     
00:44:03 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:44:03 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:44:03 rearm-rebom-backend-768fd58455-vkfb5   9m     91Mi     
00:44:03 rearm-rebom-postgres-0                 17m    157Mi    
00:44:03 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:44:03 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:44:03 zottest-ff7cfd65c-xbgvk                949m   316Mi    
00:44:34 rearm-backend-6d79d5dcc8-rj9w4         99m    7641Mi   
00:44:34 rearm-keycloak-0                       2m     724Mi    
00:44:34 rearm-keycloak-postgres-0              1m     34Mi     
00:44:34 rearm-oci-artifact-5c8686f45c-mmxzz    7m     67Mi     
00:44:34 rearm-postgresql-0                     311m   271Mi    
00:44:34 rearm-rebom-backend-768fd58455-46nwc   1m     71Mi     
00:44:34 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:44:34 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:44:34 rearm-rebom-backend-768fd58455-vkfb5   9m     92Mi     
00:44:34 rearm-rebom-postgres-0                 28m    157Mi    
00:44:34 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:44:34 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:44:34 zottest-ff7cfd65c-xbgvk                934m   294Mi    
00:45:05 rearm-backend-6d79d5dcc8-rj9w4         48m    7641Mi   
00:45:05 rearm-keycloak-0                       2m     724Mi    
00:45:05 rearm-keycloak-postgres-0              1m     34Mi     
00:45:05 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:45:05 rearm-postgresql-0                     315m   272Mi    
00:45:05 rearm-rebom-backend-768fd58455-46nwc   1m     71Mi     
00:45:05 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:45:05 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:45:05 rearm-rebom-backend-768fd58455-vkfb5   10m    92Mi     
00:45:05 rearm-rebom-postgres-0                 17m    157Mi    
00:45:05 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:45:05 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:45:05 zottest-ff7cfd65c-xbgvk                944m   338Mi    
00:45:35 rearm-backend-6d79d5dcc8-rj9w4         44m    7641Mi   
00:45:35 rearm-keycloak-0                       2m     724Mi    
00:45:35 rearm-keycloak-postgres-0              1m     34Mi     
00:45:35 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:45:35 rearm-postgresql-0                     282m   264Mi    
00:45:35 rearm-rebom-backend-768fd58455-46nwc   10m    79Mi     
00:45:35 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:45:35 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:45:35 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:45:35 rearm-rebom-postgres-0                 19m    157Mi    
00:45:35 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:45:35 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:45:35 zottest-ff7cfd65c-xbgvk                931m   348Mi    
00:46:06 rearm-backend-6d79d5dcc8-rj9w4         70m    7641Mi   
00:46:06 rearm-keycloak-0                       2m     724Mi    
00:46:06 rearm-keycloak-postgres-0              1m     34Mi     
00:46:06 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:46:06 rearm-postgresql-0                     278m   261Mi    
00:46:06 rearm-rebom-backend-768fd58455-46nwc   14m    79Mi     
00:46:06 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:46:06 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:46:06 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:46:06 rearm-rebom-postgres-0                 17m    157Mi    
00:46:06 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:46:06 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:46:06 zottest-ff7cfd65c-xbgvk                943m   328Mi    
00:46:37 rearm-backend-6d79d5dcc8-rj9w4         72m    7641Mi   
00:46:37 rearm-keycloak-0                       2m     724Mi    
00:46:37 rearm-keycloak-postgres-0              1m     34Mi     
00:46:37 rearm-oci-artifact-5c8686f45c-mmxzz    7m     67Mi     
00:46:37 rearm-postgresql-0                     290m   258Mi    
00:46:37 rearm-rebom-backend-768fd58455-46nwc   14m    83Mi     
00:46:37 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:46:37 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:46:37 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:46:37 rearm-rebom-postgres-0                 30m    157Mi    
00:46:37 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:46:37 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:46:37 zottest-ff7cfd65c-xbgvk                869m   331Mi    
00:47:08 rearm-backend-6d79d5dcc8-rj9w4         45m    7641Mi   
00:47:08 rearm-keycloak-0                       3m     724Mi    
00:47:08 rearm-keycloak-postgres-0              1m     34Mi     
00:47:08 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:47:08 rearm-postgresql-0                     318m   267Mi    
00:47:08 rearm-rebom-backend-768fd58455-46nwc   9m     83Mi     
00:47:08 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:47:08 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:47:08 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:47:08 rearm-rebom-postgres-0                 19m    157Mi    
00:47:08 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:47:08 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:47:08 zottest-ff7cfd65c-xbgvk                947m   323Mi    
00:47:38 rearm-backend-6d79d5dcc8-rj9w4         77m    7461Mi   
00:47:38 rearm-keycloak-0                       2m     724Mi    
00:47:38 rearm-keycloak-postgres-0              1m     34Mi     
00:47:38 rearm-oci-artifact-5c8686f45c-mmxzz    6m     69Mi     
00:47:38 rearm-postgresql-0                     283m   270Mi    
00:47:38 rearm-rebom-backend-768fd58455-46nwc   12m    89Mi     
00:47:38 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:47:38 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:47:38 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:47:38 rearm-rebom-postgres-0                 17m    157Mi    
00:47:38 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:47:38 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:47:38 zottest-ff7cfd65c-xbgvk                950m   324Mi    
00:48:09 rearm-backend-6d79d5dcc8-rj9w4         57m    6919Mi   
00:48:09 rearm-keycloak-0                       3m     724Mi    
00:48:09 rearm-keycloak-postgres-0              1m     34Mi     
00:48:09 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:48:09 rearm-postgresql-0                     302m   270Mi    
00:48:09 rearm-rebom-backend-768fd58455-46nwc   8m     96Mi     
00:48:09 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:48:09 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:48:09 rearm-rebom-backend-768fd58455-vkfb5   0m     92Mi     
00:48:09 rearm-rebom-postgres-0                 17m    157Mi    
00:48:09 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:48:09 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:48:09 zottest-ff7cfd65c-xbgvk                949m   327Mi    
00:48:40 rearm-backend-6d79d5dcc8-rj9w4         57m    6557Mi   
00:48:40 rearm-keycloak-0                       2m     724Mi    
00:48:40 rearm-keycloak-postgres-0              1m     34Mi     
00:48:40 rearm-oci-artifact-5c8686f45c-mmxzz    4m     70Mi     
00:48:40 rearm-postgresql-0                     309m   270Mi    
00:48:40 rearm-rebom-backend-768fd58455-46nwc   3m     98Mi     
00:48:40 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:48:40 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:48:40 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:48:40 rearm-rebom-postgres-0                 11m    157Mi    
00:48:40 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:48:40 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:48:40 zottest-ff7cfd65c-xbgvk                781m   278Mi    
00:49:11 rearm-backend-6d79d5dcc8-rj9w4         102m   6015Mi   
00:49:11 rearm-keycloak-0                       2m     724Mi    
00:49:11 rearm-keycloak-postgres-0              1m     34Mi     
00:49:11 rearm-oci-artifact-5c8686f45c-mmxzz    7m     66Mi     
00:49:11 rearm-postgresql-0                     243m   270Mi    
00:49:11 rearm-rebom-backend-768fd58455-46nwc   10m    100Mi    
00:49:11 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:49:11 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:49:11 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:49:11 rearm-rebom-postgres-0                 27m    157Mi    
00:49:11 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:49:11 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:49:11 zottest-ff7cfd65c-xbgvk                897m   337Mi    
00:49:41 rearm-backend-6d79d5dcc8-rj9w4         46m    5472Mi   
00:49:41 rearm-keycloak-0                       2m     724Mi    
00:49:41 rearm-keycloak-postgres-0              1m     34Mi     
00:49:41 rearm-oci-artifact-5c8686f45c-mmxzz    6m     68Mi     
00:49:41 rearm-postgresql-0                     281m   271Mi    
00:49:41 rearm-rebom-backend-768fd58455-46nwc   8m     98Mi     
00:49:41 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:49:41 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:49:41 rearm-rebom-backend-768fd58455-vkfb5   0m     92Mi     
00:49:41 rearm-rebom-postgres-0                 16m    157Mi    
00:49:41 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:49:41 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:49:41 zottest-ff7cfd65c-xbgvk                947m   317Mi    
00:50:12 rearm-backend-6d79d5dcc8-rj9w4         57m    4930Mi   
00:50:12 rearm-keycloak-0                       2m     724Mi    
00:50:12 rearm-keycloak-postgres-0              1m     34Mi     
00:50:12 rearm-oci-artifact-5c8686f45c-mmxzz    5m     65Mi     
00:50:12 rearm-postgresql-0                     258m   271Mi    
00:50:12 rearm-rebom-backend-768fd58455-46nwc   8m     100Mi    
00:50:12 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:50:12 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:50:12 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:50:12 rearm-rebom-postgres-0                 17m    161Mi    
00:50:12 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:50:12 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:50:12 zottest-ff7cfd65c-xbgvk                916m   314Mi    
00:50:43 rearm-backend-6d79d5dcc8-rj9w4         68m    4697Mi   
00:50:43 rearm-keycloak-0                       2m     724Mi    
00:50:43 rearm-keycloak-postgres-0              1m     34Mi     
00:50:43 rearm-oci-artifact-5c8686f45c-mmxzz    6m     66Mi     
00:50:43 rearm-postgresql-0                     274m   272Mi    
00:50:43 rearm-rebom-backend-768fd58455-46nwc   12m    97Mi     
00:50:43 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:50:43 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:50:43 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:50:43 rearm-rebom-postgres-0                 17m    157Mi    
00:50:43 rearm-ui-5c9b8ddf9d-krkqk              1m     3Mi      
00:50:43 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:50:43 zottest-ff7cfd65c-xbgvk                957m   336Mi    
00:51:14 rearm-backend-6d79d5dcc8-rj9w4         51m    4697Mi   
00:51:14 rearm-keycloak-0                       2m     724Mi    
00:51:14 rearm-keycloak-postgres-0              1m     34Mi     
00:51:14 rearm-oci-artifact-5c8686f45c-mmxzz    6m     66Mi     
00:51:14 rearm-postgresql-0                     272m   272Mi    
00:51:14 rearm-rebom-backend-768fd58455-46nwc   11m    103Mi    
00:51:14 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:51:14 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:51:14 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:51:14 rearm-rebom-postgres-0                 17m    157Mi    
00:51:14 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:51:14 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:51:14 zottest-ff7cfd65c-xbgvk                956m   336Mi    
00:51:44 rearm-backend-6d79d5dcc8-rj9w4         79m    4695Mi   
00:51:44 rearm-keycloak-0                       2m     724Mi    
00:51:44 rearm-keycloak-postgres-0              1m     34Mi     
00:51:44 rearm-oci-artifact-5c8686f45c-mmxzz    6m     70Mi     
00:51:44 rearm-postgresql-0                     345m   269Mi    
00:51:44 rearm-rebom-backend-768fd58455-46nwc   10m    121Mi    
00:51:44 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:51:44 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:51:44 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:51:44 rearm-rebom-postgres-0                 25m    157Mi    
00:51:44 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:51:44 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:51:44 zottest-ff7cfd65c-xbgvk                963m   309Mi    
00:52:15 rearm-backend-6d79d5dcc8-rj9w4         40m    4695Mi   
00:52:15 rearm-keycloak-0                       2m     724Mi    
00:52:15 rearm-keycloak-postgres-0              1m     34Mi     
00:52:15 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:52:15 rearm-postgresql-0                     288m   268Mi    
00:52:15 rearm-rebom-backend-768fd58455-46nwc   7m     125Mi    
00:52:15 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:52:15 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:52:15 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:52:15 rearm-rebom-postgres-0                 18m    157Mi    
00:52:15 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:52:15 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:52:15 zottest-ff7cfd65c-xbgvk                962m   332Mi    
00:52:46 rearm-backend-6d79d5dcc8-rj9w4         37m    4695Mi   
00:52:46 rearm-keycloak-0                       2m     724Mi    
00:52:46 rearm-keycloak-postgres-0              1m     34Mi     
00:52:46 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:52:46 rearm-postgresql-0                     293m   268Mi    
00:52:46 rearm-rebom-backend-768fd58455-46nwc   11m    124Mi    
00:52:46 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:52:46 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:52:46 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:52:46 rearm-rebom-postgres-0                 17m    157Mi    
00:52:46 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:52:46 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:52:46 zottest-ff7cfd65c-xbgvk                933m   329Mi    
00:53:17 rearm-backend-6d79d5dcc8-rj9w4         43m    4695Mi   
00:53:17 rearm-keycloak-0                       2m     724Mi    
00:53:17 rearm-keycloak-postgres-0              1m     34Mi     
00:53:17 rearm-oci-artifact-5c8686f45c-mmxzz    6m     69Mi     
00:53:17 rearm-postgresql-0                     289m   269Mi    
00:53:17 rearm-rebom-backend-768fd58455-46nwc   8m     125Mi    
00:53:17 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:53:17 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:53:17 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:53:17 rearm-rebom-postgres-0                 17m    157Mi    
00:53:17 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:53:17 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:53:17 zottest-ff7cfd65c-xbgvk                948m   339Mi    
00:53:48 rearm-backend-6d79d5dcc8-rj9w4         37m    4695Mi   
00:53:48 rearm-keycloak-0                       2m     724Mi    
00:53:48 rearm-keycloak-postgres-0              1m     34Mi     
00:53:48 rearm-oci-artifact-5c8686f45c-mmxzz    6m     67Mi     
00:53:48 rearm-postgresql-0                     291m   268Mi    
00:53:48 rearm-rebom-backend-768fd58455-46nwc   8m     126Mi    
00:53:48 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:53:48 rearm-rebom-backend-768fd58455-tmqdc   0m     55Mi     
00:53:48 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:53:48 rearm-rebom-postgres-0                 16m    157Mi    
00:53:48 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:53:48 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:53:48 zottest-ff7cfd65c-xbgvk                962m   323Mi    
00:54:18 rearm-backend-6d79d5dcc8-rj9w4         52m    4695Mi   
00:54:18 rearm-keycloak-0                       2m     724Mi    
00:54:18 rearm-keycloak-postgres-0              1m     34Mi     
00:54:18 rearm-oci-artifact-5c8686f45c-mmxzz    5m     67Mi     
00:54:18 rearm-postgresql-0                     287m   270Mi    
00:54:18 rearm-rebom-backend-768fd58455-46nwc   8m     125Mi    
00:54:18 rearm-rebom-backend-768fd58455-dp9ps   1m     92Mi     
00:54:18 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:54:18 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:54:18 rearm-rebom-postgres-0                 17m    157Mi    
00:54:18 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:54:18 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:54:18 zottest-ff7cfd65c-xbgvk                903m   330Mi    
00:54:49 rearm-backend-6d79d5dcc8-rj9w4         55m    4695Mi   
00:54:49 rearm-keycloak-0                       2m     724Mi    
00:54:49 rearm-keycloak-postgres-0              1m     34Mi     
00:54:49 rearm-oci-artifact-5c8686f45c-mmxzz    5m     66Mi     
00:54:49 rearm-postgresql-0                     314m   265Mi    
00:54:49 rearm-rebom-backend-768fd58455-46nwc   8m     125Mi    
00:54:49 rearm-rebom-backend-768fd58455-dp9ps   0m     92Mi     
00:54:49 rearm-rebom-backend-768fd58455-tmqdc   1m     55Mi     
00:54:49 rearm-rebom-backend-768fd58455-vkfb5   1m     92Mi     
00:54:49 rearm-rebom-postgres-0                 18m    157Mi    
00:54:49 rearm-ui-5c9b8ddf9d-krkqk              1m     2Mi      
00:54:49 testreg-66bb8f476c-wt2mf               1m     417Mi    
00:54:49 zottest-ff7cfd65c-xbgvk                933m   324Mi    
00:55:20 rearm-backend-6d79d5dcc8-rj9w4         43m    4695Mi   
00:55:20 rearm-keycloak-0                       2m     724Mi    
00:55:20 rearm-keycloak-postgres-0              1m     34Mi     
